User_ID,Signup_Date,City,Account_Type,KYC_Status,Trade_ID,Trade_Date,Segment,Buy_Sell,Quantity,Price,Brokerage_Fee,Trade_Value,Revenue,Cost,Profit,Leverage_Used,Margin_Call_Flag,Holding_Time_Hours
U101377,2024-03-16,Delhi,Basic,Pending,T701377,2024-10-04,Equity,Buy,68.42,3329.42,49.98,227798.92,49.98,24.88,25.1,6.16,Yes,44
U101378,2024-05-07,Mumbai,Basic,Verified,T701378,2024-09-15,F&O,Buy,209.73,4680.31,20.44,981601.42,20.44,7.21,13.23,2.8,No,26
U101379,2024-04-13,Chennai,Premium,Verified,T701379,2024-10-18,Crypto,Buy,239.27,741.26,32.75,177361.28,32.75,17.83,14.92,7.12,Yes,57
U101380,2024-03-06,Chennai,Basic,Verified,T701380,2024-06-20,F&O,Sell,53.16,1747.82,47.1,92914.11,47.1,27.44,19.66,4.58,No,4
U101381,2024-04-20,Pune,Premium,Pending,T701381,2024-07-19,Crypto,Sell,121.65,2457.94,49.31,299008.4,49.31,23.04,26.27,5.54,No,76
U101382,2024-05-13,Bengaluru,Basic,Verified,T701382,2024-07-28,Crypto,Buy,369.81,3214.06,37.21,1188591.53,37.21,21.22,15.99,2.03,No,59
U101383,2024-03-05,Bengaluru,Premium,Verified,T701383,2024-07-23,Equity,Sell,4.07,3536.84,33.59,14394.94,33.59,10.88,22.71,7.99,No,47
U101384,2024-03-06,Pune,Basic,Verified,T701384,2024-06-17,Crypto,Sell,493.45,3876.95,13.28,1913080.98,13.28,5.14,8.14,1.17,No,43
U101385,2024-05-30,Bengaluru,Premium,Verified,T701385,2024-06-06,Equity,Buy,498.93,830.8,15.55,414511.04,15.55,5.55,10.0,1.55,No,98
U101386,2024-03-25,Kolkata,Basic,Pending,T701386,2024-08-17,Equity,Sell,450.51,4011.72,44.02,1807319.98,44.02,21.37,22.65,2.78,No,23
U101387,2024-03-17,Kolkata,Premium,Pending,T701387,2024-09-23,F&O,Buy,287.79,3874.61,15.02,1115074.01,15.02,8.36,6.66,6.97,Yes,65
U101388,2024-04-26,Hyderabad,Basic,Pending,T701388,2024-09-26,F&O,Sell,468.43,2129.56,29.11,997549.79,29.11,16.75,12.36,4.4,No,37
U101389,2024-02-03,Chennai,Premium,Verified,T701389,2024-07-21,F&O,Sell,113.85,392.47,7.19,44682.71,7.19,2.38,4.81,2.14,No,74
U101390,2024-01-23,Pune,Premium,Verified,T701390,2024-08-04,Crypto,Sell,5.56,4936.37,45.12,27446.22,45.12,20.78,24.34,2.35,No,31
U101391,2024-01-11,Delhi,Basic,Pending,T701391,2024-09-19,F&O,Buy,69.91,3793.86,40.07,265228.75,40.07,18.22,21.85,2.77,No,46
U101392,2024-01-13,Mumbai,Basic,Verified,T701392,2024-08-12,Crypto,Sell,460.88,1315.91,23.46,606476.6,23.46,11.98,11.48,5.79,Yes,49
U101393,2024-03-17,Bengaluru,Basic,Pending,T701393,2024-10-05,F&O,Buy,209.59,990.79,32.53,207659.68,32.53,16.5,16.03,3.58,No,112
U101394,2024-02-24,Bengaluru,Basic,Pending,T701394,2024-07-01,Equity,Buy,342.07,2158.25,43.96,738272.58,43.96,15.68,28.28,2.0,No,17
U101395,2024-04-18,Pune,Premium,Pending,T701395,2024-09-26,Crypto,Buy,33.48,563.04,25.0,18850.58,25.0,11.17,13.83,6.72,No,81
U101396,2024-03-14,Kolkata,Basic,Verified,T701396,2024-08-19,Crypto,Sell,312.94,4737.72,43.28,1482622.1,43.28,15.29,27.99,7.94,Yes,94
U101397,2024-03-14,Mumbai,Basic,Verified,T701397,2024-09-24,Crypto,Buy,57.43,1680.9,28.63,96534.09,28.63,15.48,13.15,3.41,No,43
U101398,2024-04-03,Delhi,Basic,Pending,T701398,2024-09-22,Crypto,Sell,32.72,2231.29,16.88,73007.81,16.88,7.13,9.75,4.73,No,70
U101399,2024-02-01,Kolkata,Premium,Verified,T701399,2024-06-08,Equity,Sell,57.69,106.19,21.23,6126.1,21.23,11.1,10.13,4.29,No,7
U101400,2024-02-05,Hyderabad,Basic,Verified,T701400,2024-10-24,Equity,Buy,475.74,3905.71,24.97,1858102.48,24.97,12.49,12.48,6.39,No,35
U101401,2024-03-27,Chennai,Basic,Pending,T701401,2024-10-10,F&O,Buy,20.1,291.44,34.57,5857.94,34.57,11.65,22.92,2.12,No,116
U101402,2024-03-21,Delhi,Premium,Pending,T701402,2024-07-06,Crypto,Buy,149.48,3790.32,12.64,566577.03,12.64,6.75,5.89,6.35,No,54
U101403,2024-05-08,Hyderabad,Basic,Verified,T701403,2024-10-15,F&O,Sell,123.84,1743.19,22.46,215876.65,22.46,9.4,13.06,6.27,Yes,40
U101404,2024-03-02,Mumbai,Basic,Verified,T701404,2024-10-15,Equity,Buy,372.49,154.85,5.1,57680.08,5.1,1.75,3.35,5.0,No,47
U101405,2024-01-25,Kolkata,Premium,Pending,T701405,2024-09-30,F&O,Sell,333.14,4888.42,16.41,1628528.24,16.41,4.96,11.45,4.47,No,14
U101406,2024-01-01,Hyderabad,Premium,Verified,T701406,2024-09-23,Equity,Buy,482.96,2149.92,15.04,1038325.36,15.04,7.56,7.48,5.65,No,80
U101407,2024-03-28,Kolkata,Premium,Verified,T701407,2024-10-08,F&O,Sell,355.81,3655.46,10.26,1300649.22,10.26,4.07,6.19,3.94,No,32
U101408,2024-05-19,Bengaluru,Basic,Verified,T701408,2024-07-16,Crypto,Buy,370.93,3381.29,22.68,1254221.9,22.68,13.47,9.21,5.56,No,98
U101409,2024-03-02,Kolkata,Basic,Pending,T701409,2024-07-11,F&O,Sell,411.14,3079.6,17.33,1266146.74,17.33,10.05,7.28,3.79,No,119
U101410,2024-03-10,Delhi,Premium,Verified,T701410,2024-06-01,Equity,Buy,433.68,221.52,36.3,96068.79,36.3,11.95,24.35,2.88,No,100
U101411,2024-05-23,Kolkata,Basic,Verified,T701411,2024-08-26,Crypto,Buy,196.82,304.18,16.41,59868.71,16.41,5.8,10.61,5.47,No,51
U101412,2024-03-18,Chennai,Premium,Pending,T701412,2024-07-22,F&O,Sell,212.58,4212.99,21.23,895597.41,21.23,9.46,11.77,5.57,Yes,1
U101413,2024-04-18,Kolkata,Basic,Pending,T701413,2024-07-25,Crypto,Buy,104.35,4613.8,5.13,481450.03,5.13,1.68,3.45,7.41,Yes,101
U101414,2024-04-24,Pune,Premium,Pending,T701414,2024-08-22,Crypto,Sell,216.42,3837.07,10.41,830418.69,10.41,4.37,6.04,7.04,No,93
U101415,2024-04-04,Delhi,Premium,Verified,T701415,2024-09-04,F&O,Sell,401.16,1030.37,30.88,413343.23,30.88,11.88,19.0,5.62,Yes,62
U101416,2024-05-15,Delhi,Premium,Verified,T701416,2024-08-01,F&O,Buy,442.18,3487.24,11.05,1541987.78,11.05,5.59,5.46,2.07,No,94
U101417,2024-04-10,Kolkata,Premium,Pending,T701417,2024-06-12,Equity,Sell,81.24,548.57,33.98,44565.83,33.98,13.23,20.75,5.03,No,36
U101418,2024-01-24,Kolkata,Basic,Verified,T701418,2024-08-03,Crypto,Sell,429.12,295.25,40.76,126697.68,40.76,23.2,17.56,5.03,No,14
U101419,2024-05-16,Delhi,Basic,Pending,T701419,2024-08-06,Equity,Buy,60.49,2403.19,6.15,145368.96,6.15,3.27,2.88,1.12,No,67
U101420,2024-03-25,Bengaluru,Premium,Pending,T701420,2024-07-30,Equity,Buy,459.81,1935.45,27.16,889939.26,27.16,8.58,18.58,2.27,No,70
U101421,2024-01-06,Bengaluru,Premium,Pending,T701421,2024-08-27,F&O,Buy,420.86,4833.52,26.45,2034235.23,26.45,14.81,11.64,4.46,No,90
U101422,2024-03-29,Chennai,Premium,Pending,T701422,2024-07-21,Crypto,Sell,146.72,549.68,43.04,80649.05,43.04,13.72,29.32,3.76,No,86
U101423,2024-01-18,Bengaluru,Basic,Pending,T701423,2024-07-22,Equity,Buy,301.43,2492.7,48.41,751374.56,48.41,19.9,28.51,5.57,No,117
U101424,2024-03-07,Pune,Basic,Pending,T701424,2024-10-19,Crypto,Sell,198.08,127.37,6.7,25229.45,6.7,2.03,4.67,4.17,No,89
U101425,2024-04-14,Kolkata,Basic,Pending,T701425,2024-10-14,F&O,Buy,55.84,945.85,37.87,52816.26,37.87,17.66,20.21,2.09,No,66
U101426,2024-01-25,Hyderabad,Basic,Pending,T701426,2024-06-17,Equity,Buy,237.15,672.43,15.16,159466.77,15.16,5.99,9.17,4.36,No,98
U101427,2024-03-26,Bengaluru,Basic,Verified,T701427,2024-06-18,F&O,Sell,88.16,1262.69,46.97,111318.75,46.97,23.81,23.16,1.55,No,84
U101428,2024-01-13,Hyderabad,Premium,Verified,T701428,2024-10-16,F&O,Buy,241.44,1849.96,46.03,446654.34,46.03,17.09,28.94,1.33,No,56
U101429,2024-01-21,Hyderabad,Premium,Pending,T701429,2024-10-22,Equity,Buy,188.49,4699.45,14.01,885799.33,14.01,6.4,7.61,6.22,No,116
U101430,2024-01-19,Bengaluru,Premium,Verified,T701430,2024-06-04,Crypto,Buy,424.17,4070.53,5.61,1726596.71,5.61,3.07,2.54,7.47,Yes,20
U101431,2024-05-22,Mumbai,Premium,Pending,T701431,2024-07-11,Crypto,Sell,287.69,4479.07,30.62,1288583.65,30.62,15.98,14.64,3.89,No,18
U101432,2024-04-20,Bengaluru,Basic,Pending,T701432,2024-10-24,F&O,Sell,447.33,3831.42,27.67,1713909.11,27.67,12.64,15.03,1.27,No,73
U101433,2024-05-12,Chennai,Premium,Pending,T701433,2024-07-29,F&O,Sell,91.3,2708.63,7.65,247297.92,7.65,3.21,4.44,2.04,No,116
U101434,2024-05-18,Pune,Premium,Pending,T701434,2024-08-24,F&O,Sell,245.1,2836.85,11.56,695311.93,11.56,6.33,5.23,2.37,No,89
U101435,2024-01-07,Kolkata,Premium,Verified,T701435,2024-09-19,Equity,Sell,277.18,4373.92,38.72,1212363.15,38.72,22.52,16.2,6.46,Yes,95
U101436,2024-03-25,Chennai,Premium,Verified,T701436,2024-09-07,Equity,Sell,211.31,753.64,21.96,159251.67,21.96,10.53,11.43,7.81,Yes,4
U101437,2024-03-23,Chennai,Basic,Pending,T701437,2024-06-22,Equity,Buy,252.33,972.78,19.53,245461.58,19.53,7.6,11.93,3.39,No,119
U101438,2024-01-20,Bengaluru,Premium,Verified,T701438,2024-09-29,Equity,Sell,96.0,635.37,20.46,60995.52,20.46,7.11,13.35,2.05,No,60
U101439,2024-04-26,Delhi,Basic,Verified,T701439,2024-10-22,Crypto,Buy,397.42,4313.38,38.37,1714223.48,38.37,12.56,25.81,7.39,No,111
U101440,2024-05-09,Delhi,Premium,Pending,T701440,2024-10-25,Equity,Buy,80.28,2342.82,15.68,188081.59,15.68,7.21,8.47,1.4,No,82
U101441,2024-04-01,Pune,Premium,Verified,T701441,2024-09-02,Crypto,Sell,149.89,3513.52,9.64,526641.51,9.64,3.18,6.46,4.68,No,43
U101442,2024-04-07,Bengaluru,Basic,Verified,T701442,2024-07-13,Crypto,Sell,390.22,3570.86,32.89,1393420.99,32.89,15.86,17.03,6.91,No,32
U101443,2024-05-12,Delhi,Premium,Pending,T701443,2024-07-18,F&O,Sell,181.77,308.16,13.55,56014.24,13.55,6.75,6.8,4.27,No,65
U101444,2024-03-12,Chennai,Basic,Pending,T701444,2024-08-16,Crypto,Buy,65.8,860.6,42.15,56627.48,42.15,24.99,17.16,1.31,No,88
U101445,2024-03-25,Mumbai,Premium,Pending,T701445,2024-06-12,F&O,Sell,228.96,2727.08,48.46,624392.24,48.46,19.5,28.96,1.56,No,56
U101446,2024-01-30,Hyderabad,Premium,Verified,T701446,2024-10-16,Crypto,Buy,385.95,1618.69,40.83,624733.41,40.83,13.71,27.12,6.8,Yes,65
U101447,2024-05-05,Delhi,Basic,Pending,T701447,2024-08-12,Equity,Sell,212.74,3676.12,48.61,782057.77,48.61,24.95,23.66,1.3,No,50
U101448,2024-04-29,Mumbai,Premium,Verified,T701448,2024-07-18,Crypto,Sell,163.09,4418.83,30.16,720666.98,30.16,10.14,20.02,7.07,Yes,76
U101449,2024-05-09,Bengaluru,Premium,Pending,T701449,2024-07-29,F&O,Sell,383.85,4294.77,38.55,1648547.46,38.55,22.35,16.2,7.15,Yes,120
U101450,2024-04-30,Bengaluru,Basic,Verified,T701450,2024-08-09,F&O,Buy,30.42,2542.15,33.41,77332.2,33.41,14.9,18.51,3.38,No,70
U101451,2024-05-13,Delhi,Basic,Verified,T701451,2024-07-05,F&O,Sell,458.89,3805.18,27.9,1746159.05,27.9,14.34,13.56,6.39,Yes,66
U101452,2024-04-05,Kolkata,Premium,Pending,T701452,2024-07-30,F&O,Sell,356.69,2003.77,29.17,714724.72,29.17,14.22,14.95,7.6,Yes,120
U101453,2024-04-08,Bengaluru,Premium,Verified,T701453,2024-09-24,Equity,Sell,213.75,838.69,8.89,179269.99,8.89,3.73,5.16,2.22,No,46
U101454,2024-04-24,Kolkata,Premium,Pending,T701454,2024-07-27,Equity,Sell,9.95,4353.8,41.56,43320.31,41.56,16.57,24.99,1.62,No,60
U101455,2024-02-06,Hyderabad,Basic,Verified,T701455,2024-06-17,F&O,Buy,492.17,66.7,17.74,32827.74,17.74,9.75,7.99,2.82,No,71
U101456,2024-01-18,Bengaluru,Premium,Verified,T701456,2024-07-10,Equity,Sell,443.76,4505.49,25.98,1999356.24,25.98,14.6,11.38,1.74,No,28
U101457,2024-04-07,Kolkata,Premium,Verified,T701457,2024-07-04,Crypto,Buy,69.49,4400.69,23.09,305803.95,23.09,12.26,10.83,6.53,Yes,107
U101458,2024-02-14,Bengaluru,Premium,Verified,T701458,2024-09-01,Crypto,Buy,408.62,4684.16,26.39,1914041.46,26.39,13.8,12.59,6.62,Yes,86
U101459,2024-05-20,Mumbai,Basic,Verified,T701459,2024-08-09,F&O,Sell,127.27,1920.7,6.4,244447.49,6.4,2.85,3.55,4.94,No,119
U101460,2024-04-21,Bengaluru,Premium,Verified,T701460,2024-07-10,F&O,Sell,297.87,2803.64,28.91,835120.25,28.91,16.75,12.16,3.25,No,89
U101461,2024-05-06,Delhi,Premium,Pending,T701461,2024-06-14,F&O,Sell,173.17,2691.29,7.06,466050.69,7.06,2.63,4.43,4.14,No,85
U101462,2024-03-25,Kolkata,Premium,Pending,T701462,2024-06-04,Crypto,Buy,170.11,1267.14,20.34,215553.19,20.34,9.84,10.5,7.52,Yes,58
U101463,2024-04-03,Hyderabad,Basic,Verified,T701463,2024-09-17,F&O,Buy,225.93,4433.43,36.41,1001644.84,36.41,19.9,16.51,6.95,No,110
U101464,2024-02-15,Bengaluru,Basic,Verified,T701464,2024-06-11,Equity,Sell,276.68,2624.1,47.45,726035.99,47.45,25.72,21.73,6.19,Yes,93
U101465,2024-03-06,Hyderabad,Basic,Verified,T701465,2024-07-11,Equity,Sell,412.87,4544.7,13.7,1876370.29,13.7,4.93,8.77,6.45,Yes,21
U101466,2024-04-03,Delhi,Basic,Verified,T701466,2024-10-15,Crypto,Buy,476.57,4180.43,25.51,1992267.53,25.51,11.41,14.1,2.39,No,29
U101467,2024-02-14,Pune,Premium,Pending,T701467,2024-06-12,Crypto,Sell,84.47,2368.99,7.29,200108.59,7.29,3.64,3.65,1.1,No,9
U101468,2024-02-10,Delhi,Basic,Pending,T701468,2024-09-15,F&O,Buy,146.69,1959.46,17.88,287433.19,17.88,8.67,9.21,6.78,Yes,87
U101469,2024-05-06,Bengaluru,Basic,Verified,T701469,2024-09-25,Crypto,Buy,227.66,3071.56,33.75,699271.35,33.75,15.13,18.62,1.88,No,24
U101470,2024-05-25,Kolkata,Basic,Pending,T701470,2024-09-23,F&O,Sell,90.09,4066.77,38.7,366375.31,38.7,13.71,24.99,5.9,Yes,73
U101471,2024-04-18,Mumbai,Basic,Pending,T701471,2024-09-20,Crypto,Sell,168.42,4677.63,28.73,787806.44,28.73,15.55,13.18,6.35,Yes,82
U101472,2024-01-30,Kolkata,Basic,Pending,T701472,2024-09-18,F&O,Buy,344.46,248.24,20.46,85508.75,20.46,10.02,10.44,4.02,No,112
U101473,2024-01-12,Delhi,Premium,Pending,T701473,2024-10-21,Equity,Buy,466.22,4887.28,45.14,2278547.68,45.14,20.29,24.85,7.46,Yes,27
U101474,2024-05-28,Bengaluru,Premium,Pending,T701474,2024-08-19,Equity,Sell,443.05,2660.97,20.65,1178942.76,20.65,10.63,10.02,5.04,No,75
U101475,2024-05-29,Hyderabad,Basic,Verified,T701475,2024-06-30,Equity,Sell,17.97,4148.28,45.46,74544.59,45.46,22.76,22.7,4.39,No,11
U101476,2024-05-09,Chennai,Basic,Pending,T701476,2024-07-03,Equity,Buy,433.85,2604.56,22.19,1129988.36,22.19,12.32,9.87,2.77,No,51
U101477,2024-05-13,Delhi,Premium,Verified,T701477,2024-06-06,Crypto,Buy,2.15,3740.83,22.06,8042.78,22.06,9.5,12.56,2.57,No,80
U101478,2024-01-30,Mumbai,Basic,Pending,T701478,2024-06-22,Equity,Sell,478.7,1169.57,16.37,559873.16,16.37,7.32,9.05,2.55,No,39
U101479,2024-05-27,Hyderabad,Premium,Verified,T701479,2024-08-26,Crypto,Buy,150.36,2717.49,25.56,408601.8,25.56,9.2,16.36,2.47,No,20
U101480,2024-03-08,Chennai,Premium,Verified,T701480,2024-10-06,F&O,Buy,336.34,2982.24,24.3,1003046.6,24.3,12.05,12.25,1.81,No,45
U101481,2024-03-10,Kolkata,Premium,Verified,T701481,2024-10-25,Crypto,Buy,421.32,2084.46,40.84,878224.69,40.84,19.26,21.58,2.3,No,88
U101482,2024-04-11,Delhi,Basic,Pending,T701482,2024-06-10,Crypto,Buy,437.39,156.5,31.44,68451.54,31.44,16.71,14.73,1.99,No,29
U101483,2024-01-04,Pune,Basic,Verified,T701483,2024-09-05,Equity,Buy,7.94,3211.81,43.92,25501.77,43.92,17.79,26.13,1.87,No,1
U101484,2024-03-17,Bengaluru,Basic,Pending,T701484,2024-06-18,F&O,Sell,352.45,3422.19,13.09,1206150.87,13.09,5.02,8.07,7.0,Yes,31
U101485,2024-04-22,Mumbai,Premium,Pending,T701485,2024-10-22,Crypto,Buy,166.99,3555.08,5.16,593662.81,5.16,1.55,3.61,5.49,No,36
U101486,2024-05-21,Kolkata,Premium,Verified,T701486,2024-07-11,Crypto,Sell,112.61,2703.77,29.34,304471.54,29.34,14.37,14.97,7.98,Yes,42
U101487,2024-02-21,Bengaluru,Basic,Pending,T701487,2024-07-28,Equity,Sell,158.29,248.21,24.2,39289.16,24.2,12.94,11.26,3.25,No,106
U101488,2024-05-15,Delhi,Premium,Pending,T701488,2024-07-10,Equity,Buy,297.69,4841.9,6.88,1441385.21,6.88,3.86,3.02,1.95,No,41
U101489,2024-04-19,Delhi,Basic,Verified,T701489,2024-06-17,Crypto,Sell,163.2,1602.26,23.45,261488.83,23.45,10.13,13.32,7.63,No,75
U101490,2024-02-20,Chennai,Premium,Verified,T701490,2024-08-30,F&O,Buy,168.02,4531.9,13.66,761449.84,13.66,4.25,9.41,1.51,No,16
U101491,2024-04-05,Kolkata,Premium,Pending,T701491,2024-10-02,Equity,Buy,286.77,2520.95,37.42,722932.83,37.42,11.74,25.68,1.21,No,48
U101492,2024-01-23,Kolkata,Basic,Pending,T701492,2024-06-28,Equity,Buy,174.15,3169.23,27.76,551921.4,27.76,15.22,12.54,4.55,No,92
U101493,2024-03-30,Chennai,Basic,Pending,T701493,2024-10-20,F&O,Buy,327.49,1772.12,25.74,580351.58,25.74,11.36,14.38,5.82,Yes,80
U101494,2024-01-07,Kolkata,Premium,Verified,T701494,2024-09-09,Equity,Buy,170.53,1048.32,13.41,178770.01,13.41,6.65,6.76,2.56,No,43
U101495,2024-03-15,Delhi,Basic,Pending,T701495,2024-09-17,Crypto,Sell,398.8,4536.83,33.95,1809287.8,33.95,14.1,19.85,2.95,No,35
U101496,2024-04-20,Hyderabad,Premium,Verified,T701496,2024-09-27,Crypto,Sell,454.06,4514.46,34.07,2049835.71,34.07,14.43,19.64,7.62,Yes,45
U101497,2024-01-26,Kolkata,Basic,Pending,T701497,2024-07-08,Crypto,Sell,317.97,3708.53,31.55,1179201.28,31.55,17.9,13.65,6.23,No,17
U101498,2024-05-26,Pune,Basic,Pending,T701498,2024-09-08,F&O,Sell,192.91,1876.59,9.22,362012.98,9.22,4.24,4.98,4.03,No,119
U101499,2024-04-14,Kolkata,Basic,Pending,T701499,2024-08-16,Crypto,Buy,127.73,1137.49,7.78,145291.6,7.78,3.24,4.54,6.57,No,51
U101500,2024-04-30,Chennai,Basic,Pending,T701500,2024-07-22,F&O,Sell,478.47,661.73,10.72,316617.95,10.72,4.21,6.51,6.94,Yes,113
U101501,2024-04-14,Chennai,Premium,Pending,T701501,2024-09-03,F&O,Buy,39.11,4333.28,24.12,169474.58,24.12,8.65,15.47,4.5,No,80
U101502,2024-01-24,Delhi,Premium,Verified,T701502,2024-08-16,F&O,Buy,28.18,1820.71,35.79,51307.61,35.79,15.83,19.96,7.38,Yes,4
U101503,2024-02-13,Bengaluru,Premium,Pending,T701503,2024-08-25,Equity,Buy,342.72,2909.51,7.34,997147.27,7.34,3.86,3.48,6.17,No,23
U101504,2024-04-27,Hyderabad,Basic,Pending,T701504,2024-10-21,Crypto,Sell,65.2,4570.27,32.94,297981.6,32.94,14.46,18.48,1.24,No,34
U101505,2024-03-29,Chennai,Premium,Verified,T701505,2024-10-13,F&O,Sell,77.31,4075.33,36.21,315063.76,36.21,17.13,19.08,1.12,No,27
U101506,2024-04-06,Chennai,Premium,Pending,T701506,2024-10-09,Equity,Buy,201.72,3515.96,30.14,709239.45,30.14,9.06,21.08,3.06,No,21
U101507,2024-04-28,Kolkata,Basic,Pending,T701507,2024-07-18,Equity,Buy,170.15,800.03,7.8,136125.1,7.8,3.93,3.87,5.36,No,44
U101508,2024-04-20,Mumbai,Basic,Verified,T701508,2024-06-09,F&O,Buy,355.32,109.54,31.9,38921.75,31.9,12.67,19.23,7.1,Yes,37
U101509,2024-04-05,Chennai,Basic,Verified,T701509,2024-10-24,Crypto,Buy,357.7,3214.3,16.82,1149755.11,16.82,9.94,6.88,5.76,No,102
U101510,2024-03-05,Bengaluru,Premium,Pending,T701510,2024-08-03,Crypto,Sell,7.58,87.17,13.83,660.75,13.83,4.19,9.64,3.24,No,81
U101511,2024-05-14,Pune,Premium,Pending,T701511,2024-09-20,Equity,Sell,93.24,3567.36,47.12,332620.65,47.12,17.91,29.21,5.68,No,82
U101512,2024-05-26,Kolkata,Premium,Verified,T701512,2024-10-04,Crypto,Buy,340.34,1094.37,18.82,372457.89,18.82,9.88,8.94,2.82,No,52
U101513,2024-05-16,Hyderabad,Basic,Pending,T701513,2024-09-20,Crypto,Buy,112.45,1157.06,23.7,130111.4,23.7,13.41,10.29,1.77,No,96
U101514,2024-04-20,Bengaluru,Basic,Pending,T701514,2024-06-29,F&O,Buy,213.28,4725.15,5.21,1007779.99,5.21,2.59,2.62,7.85,Yes,113
U101515,2024-03-07,Mumbai,Basic,Verified,T701515,2024-06-21,F&O,Sell,199.92,4800.56,47.65,959727.96,47.65,27.56,20.09,3.55,No,72
U101516,2024-04-09,Mumbai,Basic,Pending,T701516,2024-06-26,Equity,Sell,415.21,2276.91,15.83,945395.8,15.83,7.94,7.89,3.33,No,60
U101517,2024-05-16,Mumbai,Premium,Verified,T701517,2024-10-10,Equity,Buy,48.84,2255.99,25.31,110182.55,25.31,8.65,16.66,7.48,Yes,43
U101518,2024-03-27,Chennai,Basic,Pending,T701518,2024-07-02,F&O,Buy,105.38,1486.75,31.34,156673.71,31.34,14.3,17.04,3.43,No,56
U101519,2024-04-05,Delhi,Basic,Verified,T701519,2024-09-22,F&O,Sell,179.69,2835.54,49.75,509518.18,49.75,28.7,21.05,6.56,Yes,4
U101520,2024-02-08,Chennai,Basic,Verified,T701520,2024-09-27,Equity,Buy,407.72,890.36,22.19,363017.58,22.19,7.34,14.85,6.72,No,18
U101521,2024-01-20,Delhi,Premium,Verified,T701521,2024-10-18,Equity,Sell,467.93,554.68,15.11,259551.41,15.11,5.68,9.43,4.32,No,21
U101522,2024-04-17,Kolkata,Basic,Pending,T701522,2024-08-24,Equity,Sell,111.11,486.0,35.38,53999.46,35.38,18.46,16.92,1.17,No,94
U101523,2024-05-15,Hyderabad,Basic,Pending,T701523,2024-08-19,Crypto,Buy,323.87,1474.97,35.1,477698.53,35.1,13.54,21.56,4.48,No,115
U101524,2024-05-23,Bengaluru,Basic,Pending,T701524,2024-09-20,Crypto,Buy,392.71,4047.72,19.77,1589580.12,19.77,7.69,12.08,7.69,Yes,54
U101525,2024-02-16,Bengaluru,Premium,Verified,T701525,2024-07-17,F&O,Buy,391.52,3105.67,10.23,1215931.92,10.23,5.79,4.44,5.78,No,44
U101526,2024-05-20,Hyderabad,Basic,Pending,T701526,2024-10-15,Equity,Sell,186.42,1552.66,27.11,289446.88,27.11,8.15,18.96,4.6,No,40
U101527,2024-02-03,Mumbai,Premium,Verified,T701527,2024-06-20,Equity,Buy,161.35,235.61,42.89,38015.67,42.89,16.3,26.59,6.47,No,114
U101528,2024-03-07,Hyderabad,Basic,Pending,T701528,2024-06-05,F&O,Sell,168.88,4499.72,46.79,759912.71,46.79,15.92,30.87,3.43,No,71
U101529,2024-02-14,Mumbai,Basic,Verified,T701529,2024-08-13,Crypto,Buy,133.52,3891.55,44.87,519599.76,44.87,21.1,23.77,3.19,No,82
U101530,2024-03-03,Pune,Premium,Pending,T701530,2024-06-26,Equity,Sell,338.55,1233.04,32.62,417445.69,32.62,13.18,19.44,4.8,No,119
U101531,2024-03-08,Delhi,Premium,Pending,T701531,2024-10-02,F&O,Buy,263.46,3085.89,31.41,813008.58,31.41,15.51,15.9,4.12,No,101
U101532,2024-05-25,Pune,Basic,Verified,T701532,2024-10-17,Equity,Sell,142.65,780.13,36.06,111285.54,36.06,17.6,18.46,7.37,Yes,92
U101533,2024-04-12,Pune,Premium,Verified,T701533,2024-09-20,Crypto,Sell,321.74,2477.8,13.38,797207.37,13.38,6.4,6.98,4.11,No,74
U101534,2024-03-23,Mumbai,Premium,Pending,T701534,2024-07-27,Equity,Buy,211.58,4541.97,30.1,960990.01,30.1,16.86,13.24,3.12,No,28
U101535,2024-02-29,Mumbai,Basic,Verified,T701535,2024-07-31,F&O,Sell,79.69,4740.13,26.88,377740.96,26.88,9.11,17.77,3.65,No,35
U101536,2024-03-09,Pune,Basic,Pending,T701536,2024-07-07,F&O,Buy,404.38,4626.68,46.97,1870936.86,46.97,18.88,28.09,5.47,No,7
U101537,2024-01-11,Delhi,Basic,Verified,T701537,2024-09-13,F&O,Buy,127.99,1205.97,11.59,154352.1,11.59,5.56,6.03,6.69,Yes,9
U101538,2024-03-15,Pune,Basic,Pending,T701538,2024-08-08,Equity,Sell,275.47,156.96,5.15,43237.77,5.15,3.07,2.08,6.38,No,80
U101539,2024-04-29,Kolkata,Premium,Pending,T701539,2024-06-30,F&O,Sell,471.35,464.78,22.03,219074.05,22.03,10.24,11.79,4.78,No,60
U101540,2024-03-17,Pune,Premium,Verified,T701540,2024-08-08,F&O,Sell,279.22,2945.46,11.66,822431.34,11.66,6.93,4.73,2.63,No,36
U101541,2024-03-15,Hyderabad,Basic,Pending,T701541,2024-09-05,Crypto,Buy,486.4,1732.17,41.27,842527.49,41.27,17.69,23.58,3.37,No,92
U101542,2024-03-25,Mumbai,Basic,Pending,T701542,2024-10-08,F&O,Sell,415.85,4849.15,29.15,2016519.03,29.15,11.78,17.37,5.16,No,90
U101543,2024-03-11,Delhi,Basic,Pending,T701543,2024-06-20,Equity,Buy,119.5,3348.62,12.67,400160.09,12.67,5.63,7.04,1.51,No,61
U101544,2024-01-06,Delhi,Premium,Pending,T701544,2024-08-09,Equity,Sell,475.37,4623.94,35.14,2198082.36,35.14,13.1,22.04,2.71,No,88
